Attack_ID,Company_Name,Industry,Country,Attack_Date,Ransomware_Group,Attack_Vector,Ransom_Amount_USD,Payment_Status,Data_Exfiltration,Downtime_Days,Records_Affected,Estimated_Total_Loss_USD,Severity_Score
RA-102402,Logan Ltd,Finance,Brazil,2021-05-05,DarkSide,Phishing Email,3547533,Not Paid,Yes,35,212107,5378598,9.01
RA-102403,Molina PLC,Manufacturing,United States,2023-03-31,LockBit,Malicious Attachment,1632542,Not Paid,Yes,29,330088,3505174,6.31
RA-102404,Reynolds Ltd,Retail,Canada,2022-01-14,Ryuk,Credential Theft,3471750,Not Paid,Yes,54,3849112,3866660,15.42
RA-102405,Watkins LLC,Energy,India,2025-11-03,Conti,Credential Theft,3700765,Paid,Yes,11,4724575,4295109,10.08
RA-102406,"Grant, King and Benson",Manufacturing,Canada,2024-02-27,LockBit,RDP Exploit,277724,Negotiated,No,48,3336237,1873657,10.81
RA-102407,Ray-Duncan,Energy,United Kingdom,2021-08-11,DarkSide,RDP Exploit,1841969,Paid,Yes,48,1886415,2118769,10.93
RA-102408,Mann Group,Manufacturing,United States,2026-01-07,REvil,Credential Theft,4808249,Unknown,Yes,8,3251664,5284254,9.26
RA-102409,Henry-Hall,Technology,Australia,2021-09-14,Clop,Zero-Day Exploit,3615851,Not Paid,No,46,3521480,4574943,14.04
RA-102410,Davis and Sons,Hospitality,Japan,2022-12-30,Maze,Phishing Email,1728095,Unknown,Yes,38,4104243,2293368,11.53
RA-102411,Garcia-Phillips,Healthcare,India,2023-11-02,DarkSide,Malicious Attachment,4586283,Unknown,Yes,28,2528029,6307694,11.31
RA-102412,"Lewis, Hernandez and Jones",Finance,Japan,2021-12-14,Clop,Credential Theft,379088,Paid,Yes,35,85911,1783919,5.71
RA-102413,Martin-Webb,Retail,Germany,2022-01-17,Akira,Phishing Email,657250,Negotiated,No,58,3115659,2295960,12.47
RA-102414,Taylor-Hamilton,Government,United Kingdom,2024-01-16,Clop,Malicious Attachment,4806826,Not Paid,Yes,59,290302,6043201,13.95
RA-102415,Simon PLC,Manufacturing,South Africa,2022-02-27,LockBit,RDP Exploit,1458856,Negotiated,No,1,1407479,1981984,3.02
RA-102416,Nguyen LLC,Retail,Australia,2022-12-06,LockBit,RDP Exploit,503111,Unknown,No,8,1897956,1221203,3.6
RA-102417,"Johnson, Wu and Byrd",Government,Germany,2024-11-24,Clop,Malicious Attachment,1751099,Not Paid,No,40,1624478,3344559,9.38
RA-102418,"Bryant, Phelps and Owens",Healthcare,France,2026-02-26,LockBit,Malicious Attachment,1374116,Not Paid,Yes,38,3579978,1661490,10.65
RA-102419,"Reed, Avila and Smith",Education,Japan,2021-09-16,LockBit,Zero-Day Exploit,2265442,Negotiated,No,49,2266893,2465162,11.88
RA-102420,"Wilson, Reed and Lawrence",Government,Brazil,2022-10-04,Ryuk,RDP Exploit,1128211,Paid,No,4,989153,1437354,2.72
RA-102421,Hopkins-Holmes,Education,South Africa,2023-07-31,LockBit,Zero-Day Exploit,2596996,Not Paid,No,38,3118105,3189700,11.42
RA-102422,Harris-Lynch,Energy,Australia,2024-08-05,Akira,Phishing Email,784358,Not Paid,Yes,37,1704241,2685332,8.04
RA-102423,"Moody, Spencer and Singleton",Energy,Australia,2023-03-22,Conti,Drive-by Download,3749159,Unknown,Yes,5,1921762,3968611,6.42
RA-102424,Carter PLC,Transportation,India,2023-05-18,REvil,Zero-Day Exploit,2304061,Paid,Yes,31,2671887,2631034,9.63
RA-102425,Brown-Thompson,Energy,Germany,2024-12-07,LockBit,Phishing Email,218111,Not Paid,No,57,3571327,480745,12.34
RA-102426,Kaufman Ltd,Education,South Africa,2022-10-08,BlackCat,Malicious Attachment,1157834,Not Paid,No,18,512513,1568498,4.37
RA-102427,Sanders-Fernandez,Government,United Kingdom,2022-12-28,BlackCat,Credential Theft,88324,Paid,No,21,789360,666454,4.03
RA-102428,Henderson-Farmer,Hospitality,Brazil,2022-05-02,Clop,Malicious Attachment,419140,Unknown,Yes,34,3704648,1446498,9.22
RA-102429,"Ellison, Rivera and Hall",Finance,France,2023-02-06,Hive,RDP Exploit,2113260,Negotiated,No,56,1101459,2444806,11.61
RA-102430,Garcia PLC,Education,United States,2024-12-05,REvil,Credential Theft,4532336,Unknown,No,51,918328,5781125,13.1
RA-102431,Stark-Jones,Hospitality,Germany,2021-03-26,Conti,RDP Exploit,3624030,Not Paid,No,32,3206257,5373648,11.63
RA-102432,Merritt LLC,Manufacturing,Brazil,2022-12-27,Hive,Drive-by Download,804224,Negotiated,No,23,479591,1162202,4.73
RA-102433,"Watson, Martin and Chambers",Transportation,Australia,2022-07-18,Hive,Credential Theft,485919,Not Paid,Yes,57,4360207,1195410,13.4
RA-102434,"Jones, Graham and Soto",Energy,United Kingdom,2025-05-06,Ryuk,RDP Exploit,2694714,Paid,No,45,3667961,4194953,13.11
RA-102435,"Russell, Hall and Owens",Education,Australia,2023-03-26,REvil,RDP Exploit,4050448,Negotiated,No,9,4903250,5693958,10.3
RA-102436,Johnston Ltd,Education,United Kingdom,2021-06-14,Clop,Malicious Attachment,4917387,Paid,Yes,26,1415870,6092248,10.23
RA-102437,Campbell LLC,Retail,Brazil,2023-12-29,Clop,Credential Theft,1543059,Unknown,Yes,23,3403651,1905386,8.4
RA-102438,"Lindsey, Terrell and Mcgee",Healthcare,South Africa,2024-04-21,Clop,RDP Exploit,2118526,Not Paid,No,57,1512399,3483535,12.18
RA-102439,Sanchez-Becker,Hospitality,United States,2021-06-28,LockBit,Credential Theft,2416502,Unknown,No,37,4810108,2793510,12.78
RA-102440,Dean-Thomas,Technology,United States,2021-12-15,REvil,Malicious Attachment,3724374,Paid,No,3,1127351,4594016,5.3
RA-102441,Bruce Group,Retail,United States,2023-06-01,LockBit,Drive-by Download,1634112,Not Paid,Yes,12,560067,2644902,3.99
RA-102442,Nixon LLC,Manufacturing,Germany,2021-04-13,Hive,Credential Theft,713016,Not Paid,Yes,37,1842288,1238098,8.11
RA-102443,Walters-Reynolds,Finance,Japan,2021-11-25,Conti,Zero-Day Exploit,2503787,Paid,Yes,54,3889732,2710177,14.49
RA-102444,Pruitt PLC,Energy,Brazil,2023-05-10,LockBit,Malicious Attachment,183406,Unknown,No,60,4436638,494486,13.62
RA-102445,"Collins, Dominguez and Robinson",Healthcare,Brazil,2023-03-31,Ryuk,RDP Exploit,935273,Unknown,No,60,3506414,2687908,13.44
RA-102446,"Robinson, Gray and Smith",Healthcare,Japan,2022-03-24,Maze,RDP Exploit,4415072,Unknown,Yes,46,2969571,4446721,14.28
RA-102447,White-Villegas,Technology,United Kingdom,2022-02-14,Conti,Drive-by Download,2281474,Paid,Yes,28,756179,3224062,7.24
RA-102448,"Montoya, Cole and Patton",Healthcare,Japan,2025-11-12,REvil,Malicious Attachment,1667851,Paid,No,51,3442504,1918323,12.76
RA-102449,Walsh Inc,Manufacturing,Canada,2022-09-06,REvil,Phishing Email,1156058,Not Paid,No,13,831761,1982037,3.94
RA-102450,Dunn-Gonzalez,Manufacturing,Brazil,2022-01-01,Ryuk,Phishing Email,3896659,Unknown,Yes,31,3257912,5004222,11.8
RA-102451,Larson-Pena,Hospitality,United States,2025-06-07,REvil,Zero-Day Exploit,2110606,Paid,No,39,2452236,2498220,10.41
RA-102452,"Harris, Lopez and Butler",Energy,United States,2022-11-03,BlackCat,Zero-Day Exploit,2858644,Not Paid,Yes,7,4291687,4023082,8.2
RA-102453,"Conrad, Buck and Escobar",Transportation,Germany,2022-09-06,DarkSide,Malicious Attachment,1538035,Negotiated,No,3,1415258,2149982,3.4
RA-102454,"Duran, Miller and Martinez",Manufacturing,India,2021-06-09,Maze,RDP Exploit,4167513,Unknown,No,11,1837408,4740951,7.65
RA-102455,Nicholson Inc,Manufacturing,Canada,2023-07-08,Hive,Malicious Attachment,4788793,Not Paid,No,49,90531,5145888,12.23
RA-102456,Lee Inc,Healthcare,Canada,2025-09-21,DarkSide,RDP Exploit,1152691,Not Paid,No,27,4692787,2353495,9.9
RA-102457,"Hicks, Green and Wiley",Hospitality,Australia,2025-02-12,Conti,Credential Theft,2238218,Negotiated,No,5,101500,2254955,3.09
RA-102458,Duarte-Nelson,Retail,Germany,2023-09-14,Maze,Credential Theft,2252449,Paid,Yes,12,766569,3082047,4.82
RA-102459,Foster LLC,Retail,India,2024-04-06,LockBit,Malicious Attachment,1853635,Unknown,No,31,4476517,2026484,10.98
RA-102460,Kelly Group,Transportation,France,2025-02-18,REvil,Malicious Attachment,792381,Not Paid,No,19,1863452,1757865,5.51
RA-102461,"Thompson, Porter and Cooper",Transportation,Brazil,2021-04-15,Maze,Zero-Day Exploit,3328392,Negotiated,No,47,3147308,3511101,13.53
RA-102462,"Hunt, Brown and Yoder",Government,India,2025-10-05,Hive,Phishing Email,3925448,Negotiated,No,9,3252358,5518836,8.53
RA-102463,Murphy-Rodriguez,Transportation,Japan,2025-12-12,Akira,Phishing Email,735881,Paid,Yes,34,3127096,2458156,8.96
RA-102464,"Adams, Martinez and Phillips",Finance,United States,2023-07-17,Hive,Malicious Attachment,3992759,Negotiated,Yes,60,1400470,5212531,14.39
RA-102465,Burton Inc,Healthcare,Canada,2024-11-29,Conti,Malicious Attachment,3816968,Unknown,No,42,4715331,4634494,14.83
RA-102466,Sawyer PLC,Government,Brazil,2021-03-10,REvil,Zero-Day Exploit,2835827,Not Paid,Yes,58,306325,3323754,11.84
RA-102467,Schmidt PLC,Government,United States,2021-02-25,Ryuk,Zero-Day Exploit,3329892,Paid,Yes,31,3691352,4736326,11.67
RA-102468,Williams-Jones,Energy,Japan,2022-01-10,REvil,Phishing Email,1543554,Paid,No,27,3442051,3415515,9.04
RA-102469,Campbell-Johnston,Transportation,Australia,2023-11-07,Akira,Phishing Email,4258583,Unknown,No,28,2760764,4725825,11.22
RA-102470,Gibbs-Ellis,Retail,United Kingdom,2025-03-19,Hive,Drive-by Download,1726729,Unknown,No,37,3478939,2165282,10.76
RA-102471,"Martin, Sims and Thomas",Healthcare,Canada,2021-02-19,Akira,RDP Exploit,2646678,Not Paid,Yes,52,2706708,4435399,13.15
RA-102472,"Parks, Farrell and Blake",Transportation,India,2024-11-23,BlackCat,Credential Theft,3825266,Unknown,No,4,2200949,5194035,6.63
RA-102473,Gregory and Sons,Healthcare,South Africa,2021-03-02,Ryuk,RDP Exploit,3420295,Paid,No,26,1727589,3822082,9.05
RA-102474,"Jackson, Baker and Palmer",Transportation,Japan,2022-01-28,BlackCat,Drive-by Download,4872209,Not Paid,No,38,1487495,6490174,12.06
RA-102475,Mcgee-Griffith,Manufacturing,Germany,2021-09-03,Conti,Zero-Day Exploit,4718158,Paid,No,10,3512238,6201256,9.73
RA-102476,"Smith, Norris and Mills",Retail,Japan,2025-02-19,REvil,RDP Exploit,55967,Unknown,No,35,3547547,1790577,8.85
RA-102477,Burns-Austin,Government,South Africa,2021-11-20,Conti,Malicious Attachment,258394,Negotiated,Yes,14,4960773,1391549,7.32
RA-102478,"Morgan, Duncan and Herring",Technology,Brazil,2021-08-20,LockBit,Zero-Day Exploit,2372910,Not Paid,Yes,23,4744535,3663212,10.57
RA-102479,Dominguez-Hoffman,Government,United States,2024-06-17,Maze,Malicious Attachment,2856947,Not Paid,No,53,4518273,3787993,15.33
RA-102480,Weber-Perez,Retail,Germany,2022-04-21,LockBit,Drive-by Download,4714458,Not Paid,Yes,59,4300349,6281591,17.86
RA-102481,Payne Group,Transportation,United States,2023-08-13,Ryuk,Drive-by Download,4524590,Unknown,No,8,3475376,5523346,9.2
RA-102482,"Moore, Lane and Quinn",Transportation,Japan,2024-09-20,LockBit,Phishing Email,1865542,Unknown,No,44,955543,2596416,9.42
RA-102483,Flores PLC,Transportation,South Africa,2025-12-13,Maze,Phishing Email,4878099,Not Paid,No,59,1190584,6778162,14.92
RA-102484,Reese Inc,Hospitality,United Kingdom,2025-05-06,Ryuk,Drive-by Download,394074,Negotiated,Yes,8,3992691,518157,5.59
RA-102485,Murray-Fleming,Transportation,United States,2023-07-03,Hive,Drive-by Download,407016,Paid,No,14,260883,1493227,2.77
RA-102486,Gonzalez-Thompson,Hospitality,India,2021-11-23,Hive,RDP Exploit,3378152,Negotiated,No,10,4435091,3735449,9.31
RA-102487,Knight Group,Healthcare,Brazil,2025-09-22,Clop,Credential Theft,4422250,Negotiated,Yes,21,253358,5817446,7.83
RA-102488,Blair and Sons,Finance,India,2024-08-06,Hive,Phishing Email,3921864,Unknown,Yes,41,2312084,4118127,12.38
RA-102489,Harris-Castro,Energy,India,2025-01-12,Ryuk,RDP Exploit,3233594,Paid,Yes,55,924345,3603235,12.41
RA-102490,Edwards Inc,Hospitality,South Africa,2023-12-23,DarkSide,Phishing Email,1124618,Not Paid,No,54,140551,1638160,9.37
RA-102491,Cole-Wallace,Manufacturing,Japan,2022-02-03,Ryuk,Drive-by Download,2224311,Not Paid,No,18,2259349,2692207,7.18
RA-102492,"Gonzalez, Newman and Anderson",Healthcare,South Africa,2022-11-16,Clop,Phishing Email,4383187,Negotiated,Yes,44,4064824,6280603,15.05
RA-102493,Lopez-Molina,Technology,Japan,2022-09-03,LockBit,Credential Theft,1366523,Paid,Yes,43,3136894,1827305,10.95
RA-102494,Delgado-Gonzalez,Education,France,2022-04-02,REvil,Credential Theft,3851422,Unknown,No,24,2085877,3880201,9.54
RA-102495,"Sawyer, Rodriguez and Sanders",Energy,United States,2025-08-13,Clop,Malicious Attachment,498239,Not Paid,No,16,3160277,1869343,6.06
RA-102496,Bailey PLC,Manufacturing,Australia,2022-10-14,Conti,Drive-by Download,1120329,Unknown,No,55,2586632,1218469,11.96
RA-102497,Munoz-Morales,Energy,Australia,2023-10-24,REvil,Drive-by Download,669035,Paid,Yes,45,4469453,2388533,11.89
RA-102498,"Faulkner, Davis and Raymond",Transportation,France,2025-11-25,Clop,Phishing Email,3361347,Negotiated,No,53,2281610,5133793,13.59
RA-102499,Sanchez-Lambert,Technology,India,2023-10-18,Clop,RDP Exploit,2091831,Not Paid,Yes,34,3099176,2681578,10.29
RA-102500,"Green, Price and Key",Energy,Japan,2023-05-27,Akira,Credential Theft,327461,Unknown,No,25,3382656,2029437,7.46
RA-102501,"David, Kim and Berry",Retail,Japan,2024-04-13,DarkSide,Drive-by Download,623157,Not Paid,Yes,9,3127651,1852602,5.1
RA-102502,Wood Ltd,Transportation,India,2025-03-13,Clop,RDP Exploit,428605,Unknown,Yes,17,1560341,1707030,4.54
RA-102503,Acevedo-James,Energy,Japan,2021-01-23,Akira,Zero-Day Exploit,3224813,Not Paid,Yes,27,3340067,3387216,10.61
RA-102504,"Perkins, Johnson and Jacobs",Hospitality,United Kingdom,2026-01-02,Akira,Drive-by Download,2896994,Not Paid,Yes,25,4949450,4812636,11.6
RA-102505,"Stout, Smith and Villarreal",Technology,France,2022-10-19,Hive,Zero-Day Exploit,4642608,Unknown,No,48,4005318,6466982,15.85
RA-102506,Johnson-Gallegos,Retail,South Africa,2024-06-05,Conti,Malicious Attachment,1576111,Not Paid,Yes,24,3639315,1612026,8.82
RA-102507,"Howell, Cross and Bell",Manufacturing,Germany,2023-12-08,Akira,Credential Theft,2114472,Not Paid,Yes,58,2072248,2325055,12.89
RA-102508,Sullivan Ltd,Healthcare,South Africa,2021-11-13,REvil,Malicious Attachment,1062423,Paid,No,26,82673,1133934,5.05
RA-102509,"Peters, Wood and Davis",Retail,Germany,2023-03-28,LockBit,Malicious Attachment,1236398,Paid,Yes,54,564978,2908201,9.9
RA-102510,"Decker, Campbell and Schwartz",Hospitality,Brazil,2022-09-08,Maze,RDP Exploit,996607,Unknown,Yes,2,1712426,2089966,3.01
RA-102511,"Yu, Wallace and Dodson",Manufacturing,India,2021-03-09,REvil,RDP Exploit,4966330,Not Paid,No,40,4531174,5888127,15.5
RA-102512,Santiago-King,Transportation,United Kingdom,2026-02-04,Conti,Malicious Attachment,100265,Not Paid,Yes,22,1269562,226890,4.67
RA-102513,"Allen, Mcdonald and Short",Finance,Japan,2024-03-13,REvil,Credential Theft,4069106,Unknown,Yes,28,3591323,5355498,11.86
RA-102514,Hubbard and Sons,Healthcare,Australia,2026-02-18,Ryuk,Credential Theft,4772959,Not Paid,Yes,53,4573560,6714891,17.3
RA-102515,Morris-Gardner,Healthcare,Brazil,2021-06-24,Akira,Zero-Day Exploit,3980009,Unknown,Yes,43,3057708,4505918,13.49
RA-102516,"Thomas, Young and Jackson",Education,Canada,2023-12-14,LockBit,Malicious Attachment,3617247,Not Paid,No,37,2795230,4634492,11.96
RA-102517,Wood LLC,Government,South Africa,2023-10-03,Conti,Zero-Day Exploit,2166136,Negotiated,No,8,1370520,2843004,4.74
RA-102518,Riley and Sons,Energy,Germany,2021-07-18,Clop,Phishing Email,111809,Unknown,No,4,4162532,1149816,4.87
RA-102519,"Bentley, Watson and Johnson",Hospitality,United Kingdom,2021-05-08,LockBit,RDP Exploit,1898776,Negotiated,Yes,27,722870,3497514,6.67
RA-102520,"Meyers, Richards and Bowers",Government,Brazil,2024-04-24,LockBit,RDP Exploit,1668259,Negotiated,Yes,34,4062528,2083798,10.83
RA-102521,Shields-Gutierrez,Energy,Canada,2025-07-18,Hive,Credential Theft,2470606,Paid,No,55,2604837,3057452,13.33
RA-102522,Freeman Inc,Transportation,India,2023-10-08,Clop,RDP Exploit,3622603,Negotiated,Yes,2,3724066,5205031,7.65
RA-102523,Johnson LLC,Manufacturing,South Africa,2026-03-06,Akira,Phishing Email,48102,Unknown,Yes,45,3946403,925355,10.74
RA-102524,"Gonzalez, Thompson and Grant",Energy,Germany,2026-02-25,Clop,Credential Theft,4680500,Negotiated,Yes,55,2997181,4878883,15.93
RA-102525,"Long, Jones and Williams",Healthcare,Japan,2022-07-03,BlackCat,Credential Theft,2955065,Negotiated,Yes,25,1615625,3501502,8.32
RA-102526,Collins-Watson,Finance,Australia,2022-12-07,DarkSide,Malicious Attachment,2910115,Negotiated,No,35,663250,4448770,8.82
RA-102527,"Smith, Miller and Walker",Technology,United States,2024-10-02,DarkSide,Zero-Day Exploit,3073094,Paid,Yes,16,981341,5016302,6.45
RA-102528,"Goodman, Taylor and Butler",Healthcare,Canada,2022-08-07,Maze,Malicious Attachment,99857,Paid,No,38,2062271,1981063,7.86
RA-102529,Perry Inc,Education,South Africa,2021-02-07,Hive,Phishing Email,2090781,Not Paid,No,39,4579707,2414538,12.52
RA-102530,"Lee, Gonzales and Gardner",Transportation,Australia,2023-03-18,Hive,Credential Theft,1349850,Unknown,No,50,334852,1860120,9.18
RA-102531,Floyd-Morgan,Transportation,United States,2024-07-10,Clop,Zero-Day Exploit,181511,Negotiated,Yes,43,3731487,1311763,10.36
RA-102532,"Beck, Brooks and Brown",Technology,Japan,2024-05-30,Conti,RDP Exploit,2839897,Not Paid,No,6,3205693,3442310,6.95
RA-102533,"Johnson, Harris and Davis",Government,Japan,2025-01-16,DarkSide,Malicious Attachment,3507442,Negotiated,Yes,9,1678555,3633820,6.54
RA-102534,Nguyen LLC,Technology,Brazil,2023-10-28,LockBit,Credential Theft,4259943,Unknown,Yes,58,448234,5868155,13.41
RA-102535,Elliott Group,Hospitality,South Africa,2024-05-06,Hive,Drive-by Download,1415859,Negotiated,Yes,3,985631,2683070,2.85
RA-102536,Knight and Sons,Technology,India,2021-06-11,BlackCat,Phishing Email,775707,Negotiated,No,13,1218624,2485987,3.94
RA-102537,Morris-Woods,Education,India,2024-02-08,Conti,RDP Exploit,2844571,Paid,Yes,36,394747,3573705,8.64
RA-102538,"Thomas, Beck and Stevens",Education,United Kingdom,2024-05-01,LockBit,Malicious Attachment,3387940,Not Paid,No,3,2476992,4351770,6.31
RA-102539,Moore-Sutton,Manufacturing,Canada,2024-10-20,REvil,Zero-Day Exploit,63807,Paid,Yes,31,4004880,645567,8.72
RA-102540,"Martin, Medina and Rojas",Finance,Canada,2026-02-25,Ryuk,Drive-by Download,1654924,Paid,No,6,3722905,3239287,6.28
RA-102541,Ponce-Davidson,Energy,India,2025-02-02,Ryuk,RDP Exploit,2050820,Unknown,Yes,37,2284312,2944191,9.89
RA-102542,"Rowland, Murphy and Long",Healthcare,Australia,2022-05-24,Conti,Phishing Email,2745699,Not Paid,No,45,4833767,3544074,14.33
RA-102543,Pierce LLC,Manufacturing,Brazil,2021-05-31,Hive,Zero-Day Exploit,4489722,Paid,Yes,20,138041,4771806,7.63
RA-102544,"Murphy, Griffin and Zuniga",Manufacturing,United States,2026-02-01,Ryuk,RDP Exploit,3261974,Paid,No,34,3366320,3373515,11.73
RA-102545,"Goodwin, Camacho and Smith",Healthcare,United Kingdom,2023-03-22,Hive,Drive-by Download,2007411,Paid,No,28,70259,2795380,6.28
RA-102546,"Rosales, Carlson and Ramirez",Finance,United States,2022-06-29,Conti,Credential Theft,72228,Paid,Yes,40,4572047,1314867,10.64
RA-102547,"Arnold, Anderson and Smith",Healthcare,United Kingdom,2021-12-04,Maze,RDP Exploit,497430,Paid,No,52,1990360,1847708,10.29
RA-102548,Wu-Jones,Energy,Australia,2022-11-26,Akira,Zero-Day Exploit,1331067,Negotiated,Yes,45,1678081,2950405,9.76
RA-102549,Foley PLC,Healthcare,United States,2025-10-23,Akira,Drive-by Download,945479,Unknown,Yes,37,1566026,1778450,8.06
RA-102550,"Campbell, Meyer and Coffey",Retail,Australia,2021-09-30,REvil,Malicious Attachment,3892855,Not Paid,Yes,23,4135655,5862527,11.48
RA-102551,Griffith-Flores,Retail,Canada,2022-10-16,Maze,RDP Exploit,2402715,Paid,Yes,48,4671186,3681439,14.27
RA-102552,Mcdaniel PLC,Transportation,Japan,2024-02-16,Ryuk,Malicious Attachment,141650,Negotiated,Yes,41,4706610,404934,11.0
RA-102553,Smith-Beard,Technology,United Kingdom,2022-08-04,Clop,Credential Theft,2378893,Negotiated,Yes,49,2769777,3223846,12.5
RA-102554,Sheppard-Clarke,Manufacturing,India,2021-09-10,Ryuk,Phishing Email,4143297,Not Paid,No,40,4152809,4263047,14.3
RA-102555,Ramirez PLC,Transportation,India,2021-07-30,LockBit,Zero-Day Exploit,3528207,Paid,No,54,1170644,4187478,12.8
RA-102556,Wells-Ortiz,Technology,United States,2023-07-09,Clop,RDP Exploit,1299054,Negotiated,Yes,49,3536731,3200260,12.19
RA-102557,Torres PLC,Manufacturing,Germany,2023-01-20,LockBit,Phishing Email,4232588,Unknown,Yes,24,228044,4391498,8.06
RA-102558,"Cooper, Griffin and Moore",Finance,Australia,2024-10-23,Ryuk,Phishing Email,761368,Negotiated,No,28,4169661,2467887,9.13
RA-102559,"Fisher, Johnson and Strickland",Retail,Canada,2024-03-17,BlackCat,RDP Exploit,523737,Not Paid,No,24,1081798,909636,5.21
RA-102560,Robinson Ltd,Technology,Canada,2022-09-22,Maze,RDP Exploit,3715597,Paid,No,37,2226002,3844326,11.49
RA-102561,"Jones, Williams and Jones",Energy,South Africa,2024-11-23,Akira,Drive-by Download,3926995,Paid,No,38,456559,4606653,10.08
RA-102562,"Randolph, Fleming and Martin",Government,India,2023-06-10,Maze,Zero-Day Exploit,2524470,Paid,Yes,55,3394262,3752362,14.17
RA-102563,"Arnold, Jordan and Herrera",Transportation,Brazil,2022-02-03,Ryuk,Credential Theft,2708389,Paid,No,46,4151589,3271708,13.76
RA-102564,Chavez-Smith,Energy,Brazil,2024-11-07,BlackCat,Credential Theft,3936802,Negotiated,Yes,4,1558161,4456173,6.09
RA-102565,"Hicks, Allen and Benton",Education,United Kingdom,2025-10-19,LockBit,Credential Theft,55156,Negotiated,No,52,841155,1247240,8.7
